90710,3,3
94459,3,3
93186,3,3
102474,5,5
99859,3,3
93035,3,3
90541,3,3
99350,7,7
101507,10,10
101200,5,5
94509,3,3
100266,3,3
106779,6,6
98359,5,5
113161,4,4
95017,3,3
110313,3,3
98028,7,7
98303,4,4
110194,3,3
110740,3,3
97010,5,5
98566,6,6
99891,7,7
96619,7,7
109752,3,3
108335,5,5
97401,8,8
96087,3,3
106372,4,4
96928,6,6
104643,6,6
98035,7,7
95806,3,3
94329,3,3
93649,3,3
100859,7,7
93392,3,3
109339,3,3
103226,9,9
108935,3,3
94229,3,3
103757,3,3
119523,4,4
93207,3,3
114257,3,3
105542,7,7
102088,9,9
104145,8,8
91021,3,3
92104,3,3
107348,4,4
90634,3,3
92544,3,3
101957,9,9
99230,10,10
101323,11,11
94066,3,3
95404,3,3
102226,3,3
103889,7,7
105848,10,10
110193,3,3
116291,3,3
101929,3,3
103511,3,3
95957,3,3
110837,3,3
95817,3,3
98207,8,8
110889,3,3
103313,3,3
95432,3,3
92620,3,3
102719,9,9
101986,9,9
109801,3,3
102429,9,9
105490,3,3
96241,3,3
108893,3,3
97186,3,3
110747,3,3
98184,5,5
93152,3,3
90822,3,3
108191,6,6
119584,3,3
105870,5,5
92241,3,3
94705,3,3
106591,4,4
107321,3,3
105012,5,5
95097,3,3
116361,4,4
103744,5,5
90840,3,3
98443,8,8
94864,3,3
92638,3,3
110578,3,3
107244,6,6
97728,4,4
92480,3,3
102075,5,5
92055,3,3
98439,5,5
93889,3,3
110322,3,3
110768,3,3
105284,4,4
98873,10,10
102857,6,6
91214,3,3
109886,3,3
112598,4,4
103059,5,5
91747,3,3
105305,3,3
94033,3,3
93311,3,3
94584,3,3
101674,8,8
106889,3,3
90797,3,3
108093,6,6
99242,9,9
90894,3,3
111059,3,3
96438,3,3
95466,3,3
92599,3,3
94364,3,3
91091,3,3
111402,3,3
113074,5,5
113310,3,3
104548,8,8
110919,3,3
98236,6,6
94623,3,3
90341,3,3
110601,3,3
119227,4,4
115766,3,3
99091,8,8
98929,8,8
104697,7,7
98768,7,7
90638,3,3
99327,8,8
109041,3,3
92442,3,3
104194,5,5
102503,3,3
93219,3,3
98518,8,8
93427,3,3
104873,5,5
97334,8,8
92668,3,3
108623,4,4
104543,6,6
91860,3,3
107771,3,3
96457,3,3
110796,3,3
108296,3,3
96113,3,3
103397,6,6
108289,3,3
109659,3,3
92782,3,3
91612,3,3
110403,3,3
92189,3,3
98904,7,7
90519,3,3
110033,3,3
108662,3,3
102685,6,6
105079,6,6
96041,3,3
96968,8,8
95590,3,3
96263,3,3
106418,6,6
95232,3,3
98979,8,8
100028,9,9
100190,6,6
94057,3,3
93158,3,3
100051,7,7
103369,9,9
104666,3,3
103431,10,10
96003,3,3
94952,3,3
104809,5,5
110526,3,3
109995,3,3
97734,6,6
108753,3,3
116582,3,3
97970,3,3
98115,6,6
110804,3,3
92388,3,3
103878,5,5
91661,3,3
92151,3,3
99983,3,3
94306,3,3
96040,3,3
107983,5,5
105249,7,7
105599,9,9
106901,6,6
96918,6,6
99937,9,9
101158,8,8
91395,3,3
90946,3,3
91117,3,3
104332,6,6
107160,4,4
117826,1,1
105053,4,4
94325,3,3
103702,5,5
104713,9,9
100575,6,6
99170,6,6
97184,3,3
103010,9,9
91909,3,3
109356,3,3
108180,4,4
99858,3,3
97779,7,7
95905,3,3
110311,3,3
96364,3,3
117448,3,3
120621,3,3
107937,4,4
97520,8,8
96039,3,3
105098,4,4
106292,3,3
104819,9,9
91456,3,3
94655,3,3
92582,3,3
95812,3,3
105714,6,6
90421,3,3
109767,3,3
104969,5,5
107909,5,5
119019,3,3
99143,8,8
91699,3,3
94108,3,3
106401,5,5
103879,5,5
94979,3,3
104931,10,10
112662,3,3
95031,3,3
96110,3,3
95850,3,3
103603,6,6
92907,3,3
98505,8,8
112742,4,4
95467,3,3
117799,3,3
116294,4,4
103309,9,9
93407,3,3
96745,7,7
105970,6,6
105552,6,6
99315,7,7
99485,7,7
92461,3,3
101867,8,8
96625,8,8
104133,9,9
110245,3,3
94736,3,3
104296,4,4
103402,10,10
97026,5,5
105335,6,6
102109,9,9
93497,3,3
110947,3,3
108703,3,3
105309,5,5
92818,3,3
99089,8,8
96028,3,3
110198,3,3
98280,7,7
91746,3,3
108682,3,3
110001,3,3
101756,10,10
99353,8,8
104656,6,6
107549,5,5
107092,5,5
116339,4,4
101686,9,9
103846,8,8
91031,3,3
90745,3,3
98664,7,7
106899,6,6
93506,3,3
96101,3,3
94095,3,3
107222,4,4
109523,3,3
93008,3,3
92725,3,3
94241,3,3
113358,4,4
92863,3,3
99660,8,8
108862,3,3
95180,3,3
90739,3,3
90879,3,3
99512,9,9
113017,4,4
94800,3,3
109858,3,3
91553,3,3
103177,5,5
92311,3,3
103901,9,9
102696,3,3
99647,11,11
108613,3,3
94396,3,3
98045,6,6
95473,3,3
94024,3,3
113318,4,4
94499,3,3
100329,7,7
98996,9,9
106770,6,6
91338,3,3
91328,3,3
107779,4,4
95302,3,3
91972,3,3
99558,8,8
105320,7,7
104231,7,7
107212,5,5
91441,3,3
116434,5,5
96007,3,3
101793,8,8
113171,6,6
93641,3,3
100097,10,10
94569,3,3
119650,3,3
119467,4,4
94163,3,3
96839,5,5
95647,3,3
96175,3,3
90982,3,3
110135,3,3
91056,3,3
108569,3,3
105006,10,10
95248,3,3
93825,3,3
105890,6,6
98155,9,9
96268,3,3
90616,3,3
90833,3,3
91114,3,3
91321,3,3
102883,8,8
96196,3,3
110187,3,3
118976,2,2
102607,9,9
90377,3,3
96121,3,3
97151,7,7
106514,4,4
93197,3,3
102722,7,7
99552,9,9
92647,3,3
96562,4,4
107837,3,3
93499,3,3
118955,3,3
109171,3,3
119366,3,3
93481,3,3
100013,5,5
116105,6,6
110628,3,3
97731,5,5
103711,9,9
92900,3,3
106376,6,6
107467,3,3
93859,3,3
98396,6,6
90588,3,3
96063,3,3
93681,3,3
93148,3,3
96213,3,3
91898,3,3
101912,11,11
104379,8,8
110847,3,3
96556,5,5
100960,5,5
106351,5,5
95597,3,3
102936,6,6
92825,3,3
105883,4,4
99686,5,5
96006,3,3
99063,8,8
94637,3,3
94353,3,3
101183,10,10
106733,6,6
102020,5,5
95268,3,3
95241,3,3
110948,3,3
103831,5,5
103079,9,9
90680,3,3
115982,3,3
102521,9,9
96913,8,8
106831,5,5
106293,3,3
104662,9,9
91764,3,3
94910,3,3
110908,3,3
109221,3,3
92359,3,3
105054,4,4
106057,6,6
92327,3,3
94190,3,3
98595,5,5
92705,3,3
119104,3,3
103444,5,5
113294,4,4
95291,3,3
110446,3,3
100576,6,6
104826,8,8
111375,3,3
104027,7,7
108309,3,3
108706,3,3
93809,3,3
99173,5,5
103616,10,10
105408,4,4
91562,3,3
103070,11,11
94682,3,3
114149,3,3
105897,7,7
110310,3,3
100768,7,7
99075,3,3
115795,3,3
115811,4,4
93177,3,3
93151,3,3
104464,5,5
93853,3,3
97347,6,6
105892,6,6
96937,6,6
108843,3,3
99050,9,9
110037,3,3
97838,4,4
93575,3,3
101808,7,7
93671,3,3
101794,9,9
102965,8,8
110871,3,3
101144,8,8
108388,5,5
100871,5,5
92673,3,3
110069,3,3
95644,3,3
101533,8,8
106617,6,6
105976,9,9
99193,3,3
103178,9,9
108889,3,3
100019,6,6
98604,4,4
96718,3,3
96330,3,3
103955,9,9
109536,3,3
95866,3,3
105683,8,8
116510,3,3
90757,3,3
99094,3,3
109892,3,3
111460,3,3
105792,4,4
110080,3,3
92616,3,3
106272,8,8
96800,7,7
93523,3,3
99061,10,10
94589,3,3
97556,6,6
97244,8,8
99226,9,9
105240,3,3
101856,5,5
91518,3,3
107062,4,4
93377,3,3
110955,3,3
100397,8,8
95651,3,3
108659,3,3
93199,3,3
103638,7,7
111066,3,3
95316,3,3
105221,5,5
92165,3,3
94835,3,3
97089,8,8
92317,3,3
93851,3,3
99166,3,3
104431,6,6
94204,3,3
107560,3,3
100584,9,9
99762,7,7
108049,5,5
118994,3,3
108143,5,5
107202,5,5
92089,3,3
100242,7,7
93350,3,3
104739,8,8
108728,3,3
100554,3,3
95295,3,3
104024,5,5
98070,5,5
94687,3,3
100339,7,7
98875,10,10
104640,5,5
91975,3,3
93631,3,3
104501,3,3
102500,9,9
99461,7,7
93139,3,3
101241,6,6
98998,9,9
92261,3,3
95550,3,3
95012,3,3
103701,5,5
95768,3,3
109355,3,3
96958,5,5
107558,3,3
104586,9,9
111451,3,3
102859,6,6
100222,9,9
102134,5,5
90536,3,3
98950,8,8
101594,6,6
108624,4,4
104807,6,6
105573,4,4
107949,3,3
100287,10,10
92731,3,3
98636,7,7
91074,3,3
103681,3,3
113398,3,3
96422,3,3
92964,3,3
102423,9,9
94735,3,3
110669,3,3
109345,3,3
92990,3,3
102663,7,7
98591,8,8
105877,3,3
102458,8,8
95783,3,3
104173,9,9
104606,8,8
91776,3,3
103372,10,10
97096,8,8
102322,5,5
97785,6,6
93352,3,3
90391,3,3
94390,3,3
91907,3,3
111069,3,3
110569,3,3
111480,3,3
92098,3,3
106375,6,6
95077,3,3
112665,3,3
93466,3,3
99284,6,6
105991,5,5
112880,5,5
106003,3,3
90436,3,3
98949,8,8
110168,3,3
95972,3,3
91680,3,3
91262,3,3
108218,3,3
93056,3,3
92216,3,3
95818,3,3
104861,6,6
103842,9,9
91442,3,3
95023,3,3
97224,8,8
93214,3,3
96344,3,3
93545,3,3
95057,3,3
95580,3,3
94247,3,3
96171,3,3
92462,3,3
106869,3,3
110833,3,3
94696,3,3
95260,3,3
93806,3,3
97771,6,6
94940,3,3
94142,3,3
96262,3,3
97813,7,7
95529,3,3
92332,3,3
92876,3,3
109314,3,3
103467,9,9
102068,9,9
92124,3,3
96400,3,3
97503,7,7
102247,9,9
97292,6,6
96367,3,3
106734,6,6
116222,4,4
116382,5,5
98031,8,8
105150,6,6
95672,3,3
109783,3,3
109449,3,3
102948,8,8
101753,8,8
103694,8,8
105257,6,6
92787,3,3
105794,9,9
96706,4,4
102296,7,7
109471,3,3
100666,9,9
105375,5,5
102650,7,7
105201,5,5
101269,3,3
99489,8,8
90771,3,3
110372,3,3
100208,5,5
102853,3,3
109216,3,3
97141,8,8
92680,3,3
102617,3,3
107737,3,3
108117,5,5
109424,3,3
107003,4,4
91497,3,3
108130,6,6
108963,3,3
105894,3,3
105226,4,4
117565,3,3
96991,3,3
95914,3,3
105810,7,7
92588,3,3
98607,6,6
109533,3,3
90565,3,3
92485,3,3
113339,3,3
98060,6,6
93920,3,3
95101,3,3
94444,3,3
120792,3,3
95892,3,3
109671,3,3
102240,9,9
97703,4,4
106780,6,6
109375,3,3
106131,6,6
92172,3,3
104572,6,6
103725,7,7
98191,8,8
120648,3,3
111477,3,3
121053,3,3
95780,3,3
110122,3,3
95488,3,3
93053,3,3
98529,6,6
91561,3,3
96505,3,3
95646,3,3
119728,3,3
108047,5,5
93664,3,3
100082,9,9
112601,6,6
104171,9,9
95041,3,3
101769,9,9
105065,9,9
99321,7,7
107917,6,6
92968,3,3
92710,3,3
101502,8,8
98884,9,9
103637,7,7
102517,8,8
106582,7,7
109403,3,3
119862,3,3
92320,3,3
107764,3,3
103735,8,8
111131,3,3
104979,9,9
94023,3,3
95650,3,3
91052,3,3
109492,3,3
92743,3,3
100453,9,9
109588,3,3
100073,7,7
107193,5,5
103400,10,10
106890,3,3
91445,3,3
107586,4,4
117871,3,3
105453,9,9
92075,3,3
104567,5,5
90870,3,3
99152,8,8
97844,4,4
94994,3,3
93804,3,3
90976,3,3
95699,3,3
113321,5,5
90489,3,3
104016,3,3
109427,3,3
103515,5,5
97136,6,6
109778,3,3
101984,9,9
90900,3,3
95493,3,3
99990,11,11
108002,6,6
101544,6,6
98014,3,3
94894,3,3
106726,6,6
96404,3,3
97945,6,6
118960,2,2
110705,3,3
98940,5,5
99628,8,8
97064,8,8
98734,7,7
96357,3,3
100399,8,8
107332,6,6
100482,10,10
108045,4,4
101345,5,5
94429,3,3
